"servername","dbname","Table","Index_or_Statistics","T-SQL Drop Command"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K2_K3_12_f8]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K2_K3_12_f8] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K4_K2]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K4_K2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3_K4_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3_K4_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3_K4]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3_K4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K2_K3_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K2_K3_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_f10]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_f10] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_3_4]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_3_4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_2_3_4]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_2_3_4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_4_2]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_4_2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K2_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K2_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3_12_f23]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3_12_f23] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_2]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_2_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_2_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K2]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K2_K3_f24]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K2_K3_f24] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K3_K5_K1_2_6_7_8_9_10_12_20_21_25_30_35]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K3_K5_K1_2_6_7_8_9_10_12_20_21_25_30_35] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35_f29]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35_f29] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3_K5_K4_2_6_7_8_9_10_12_20_21_25_30_35]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3_K5_K4_2_6_7_8_9_10_12_20_21_25_30_35] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_f30]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_f30] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3_K5_K4]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3_K5_K4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_4_3_5_1]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_4_3_5_1] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_5_3]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_5_3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_1_3_5]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_1_3_5] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K9_K3_K5_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K9_K3_K5_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13_f35]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13_f35] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K5_K4_K9_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K5_K4_K9_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K4_K30_K21_K6_K7_K8_K9_K10_K25_K35_K3_K5_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K4_K30_K21_K6_K7_K8_K9_K10_K25_K35_K3_K5_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K5_K4]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K5_K4] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2_K20_K30_K21_K6_K7_K8_K9_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2_K20_K30_K21_K6_K7_K8_K9_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2_K9_K20_K30_K21_K6_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K1_K2_K9_K20_K30_K21_K6_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_3_5_4_9_1_2_20_30_21_6_7]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_3_5_4_9_1_2_20_30_21_6_7] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_4_9_3]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_4_9_3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_9_3_5]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_9_3_5] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_5_9]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_5_9] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_1_2_20_4_30_21_6_7_8_9_10_25_35_3]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_1_2_20_4_30_21_6_7_8_9_10_25_35_3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_1_2_3_5]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_1_2_3_5] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_9_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_9_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13_f37]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13_f37] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_K5_K4_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K9_K3_K5_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K9_K3_K5_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_K4_K9_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5_11_12_13_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5_11_12_13_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K3_11_12_13_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K3_11_12_13_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K3_11_12_13_15_18_19_f38]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K3_11_12_13_15_18_19_f38] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K5]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K5] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_f39]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_f39] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_f42]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_f42] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35_f43]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K3_K4_K1_2_6_7_8_9_10_12_20_21_25_30_35_f43] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13_f44]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_K1_K2_K20_K30_K21_K6_K7_K8_K10_K25_K35_13_f44] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K30_K21_K6_K7_K8_K9_K10_K25_K35_K3_K5_K4_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K30_K21_K6_K7_K8_K9_K10_K25_K35_K3_K5_K4_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13_f45]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K5_K9_K3_K4_13_f45] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K2_K3_f48]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K2_K3_f48] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K2_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K2_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3_12_f51]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3_12_f51] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K1_12]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K1_12] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3_f52]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3_f52] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K4_K6_11_12_13_14_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K4_K6_11_12_13_14_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K6_K4_11_12_13_14_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K6_K4_11_12_13_14_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K3_f57]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K3_f57] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K3_K6_11_12_13_14_15_18_19_f58]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K3_K6_11_12_13_14_15_18_19_f58] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K6_K4_K3_11_12_13_14_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K6_K4_K3_11_12_13_14_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K4_K3_K6_11_12_13_14_15_18_19]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K4_K3_K6_11_12_13_14_15_18_19] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_6_4_3]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_6_4_3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_3_6]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_3_6] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K9]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K9] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K9_K10_K25_K35_K3_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K9_K10_K25_K35_K3_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13_f59]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13_f59] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K1_K2]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K1_K2] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K1_K2_K3_f60]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K1_K2_K3_f60] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K1_K2_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K1_K2_K9_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K9_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K9_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K9_K10_K25_K35_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K1_K2_K20_K4_K30_K21_K6_K5_K7_K8_K9_K10_K25_K35_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_13_f61]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_13_f61] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K3_K9_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K3_K9_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_f62]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_f62] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_index_cdr_summary_7_1157579162__K9_K3_13]","USE aBILLity_43258; DROP INDEX [_dta_index_cdr_summary_7_1157579162__K9_K3_13] ON [dbo].[cdr_summary];"
"db50","aBILLity_43258","[dbo].[cdr_summary]","[_dta_stat_1157579162_1_2_20_4_30_21_6_5_7_8_9_10_25_35]","USE aBILLity_43258; DROP INDEX [_dta_stat_1157579162_1_2_20_4_30_21_6_5_7_8_9_10_25_35] ON [dbo].[cdr_summary];"
